Origin_airport,Destination_airport,Origin_city,Destination_city,Distance,Origin_population,Destination_population
GGG,EKO,"Longview, TX","Elko, NV",1303,185478,40259
MFR,EKO,"Medford, OR","Elko, NV",382,157826,40259
PHX,EKO,"Phoenix, AZ","Elko, NV",550,2444670,40259
LBB,EKO,"Lubbock, TX","Elko, NV",913,233966,40259
LNK,EKO,"Lincoln, NE","Elko, NV",995,239373,40259
LBL,EKO,"Liberal, KS","Elko, NV",839,19128,40259
MSN,EKO,"Madison, WI","Elko, NV",1366,464501,40259
MEM,EKO,"Memphis, TN","Elko, NV",1459,1101200,40259
MOD,EKO,"Modesto, CA","Elko, NV",354,400923,40259
OAK,EKO,"Oakland, CA","Elko, NV",405,3817791,40259
SEA,EKO,"Seattle, WA","Elko, NV",560,5432136,40259
BIL,EKO,"Billings, MT","Elko, NV",501,129245,40259
ICT,EKO,"Wichita, KS","Elko, NV",1007,538101,40259
GEG,EKO,"Spokane, WA","Elko, NV",477,390740,40259
BIS,EKO,"Bismarck, ND","Elko, NV",855,87139,40259
AMA,EKO,"Amarillo, TX","Elko, NV",858,202960,40259
CYS,EKO,"Cheyenne, WY","Elko, NV",574,76762,40259
GYY,EKO,"Gary, IN","Elko, NV",1473,8438300,40259
SLE,EKO,"Salem, OR","Elko, NV",462,300291,40259
FAR,EKO,"Fargo, ND","Elko, NV",1033,159564,40259
TUL,EKO,"Tulsa, OK","Elko, NV",1122,790683,40259
OMA,EKO,"Omaha, NE","Elko, NV",1037,703536,40259
YUM,EKO,"Yuma, AZ","Elko, NV",567,118954,40259
ACT,EKO,"Waco, TX","Elko, NV",1212,193719,40259
RDM,EKO,"Bend, OR","Elko, NV",362,87688,40259
AUS,EKO,"Austin, TX","Elko, NV",1247,931671,40259
BTM,EKO,"Butte, MT","Elko, NV",391,34601,40259
RNO,EKO,"Reno, NV","Elko, NV",230,276956,40259
MOT,EKO,"Minot, ND","Elko, NV",879,66668,40259
FOE,EKO,"Topeka, KS","Elko, NV",1075,216582,40259
TUS,EKO,"Tucson, AZ","Elko, NV",658,711392,40259
CWA,EKO,"Wausau, WI","Elko, NV",1350,119479,40259
PIA,EKO,"Peoria, IL","Elko, NV",1365,361729,40259
PUB,EKO,"Pueblo, CO","Elko, NV",627,125631,40259
DFW,EKO,"Dallas, TX","Elko, NV",1170,8450926,40259
DLH,EKO,"Duluth, MN","Elko, NV",1245,271183,40259
FAT,EKO,"Fresno, CA","Elko, NV",350,717746,40259
LRD,EKO,"Laredo, TX","Elko, NV",1304,155747,40259
HLN,EKO,"Helena, MT","Elko, NV",442,59357,40259
EUG,EKO,"Eugene, OR","Elko, NV",442,294929,40259
DSM,EKO,"Des Moines, IA","Elko, NV",1152,436844,40259
MWH,EKO,"Moses Lake, WA","Elko, NV",474,60866,40259
FSM,EKO,"Fort Smith, AR","Elko, NV",1224,243068,40259
FOD,EKO,"Fort Dodge, IA","Elko, NV",1121,39868,40259
EAU,EKO,"Eau Claire, WI","Elko, NV",1260,140888,40259
BLI,EKO,"Bellingham, WA","Elko, NV",642,142341,40259
EVV,EKO,"Evansville, IN","Elko, NV",1517,330683,40259
RAP,EKO,"Rapid City, SD","Elko, NV",687,108754,40259
STL,EKO,"St. Louis, MO","Elko, NV",1356,2616153,40259
MKE,EKO,"Milwaukee, WI","Elko, NV",1439,1457438,40259
SAN,EKO,"San Diego, CA","Elko, NV",563,2609266,40259
RST,EKO,"Rochester, MN","Elko, NV",1207,149202,40259
BNA,EKO,"Nashville, TN","Elko, NV",1603,1109755,40259
STL,EKO,"St. Louis, MO","Elko, NV",1356,2624554,41668
MKE,EKO,"Milwaukee, WI","Elko, NV",1439,1459322,41668
RST,EKO,"Rochester, MN","Elko, NV",1207,149877,41668
BNA,EKO,"Nashville, TN","Elko, NV",1603,1135689,41668
BLI,EKO,"Bellingham, WA","Elko, NV",642,145783,41668
FSM,EKO,"Fort Smith, AR","Elko, NV",1224,245103,41668
DSM,EKO,"Des Moines, IA","Elko, NV",1152,441722,41668
EAU,EKO,"Eau Claire, WI","Elko, NV",1260,141572,41668
FOD,EKO,"Fort Dodge, IA","Elko, NV",1121,39435,41668
MCW,EKO,"Mason City, IA","Elko, NV",1164,54323,41668
EVV,EKO,"Evansville, IN","Elko, NV",1517,332088,41668
RAP,EKO,"Rapid City, SD","Elko, NV",687,109100,41668
BMI,EKO,"Bloomington, IL","Elko, NV",1406,136752,41668
GTF,EKO,"Great Falls, MT","Elko, NV",510,81015,41668
MCI,EKO,"Kansas City, MO","Elko, NV",1119,1714344,41668
LIT,EKO,"Little Rock, AR","Elko, NV",1351,559462,41668
GFK,EKO,"Grand Forks, ND","Elko, NV",1041,104334,41668
SHV,EKO,"Shreveport, LA","Elko, NV",1345,359580,41668
GCK,EKO,"Garden City, KS","Elko, NV",830,34794,41668
SUX,EKO,"Sioux City, IA","Elko, NV",1009,136468,41668
ABQ,EKO,"Albuquerque, NM","Elko, NV",640,656887,41668
SGF,EKO,"Springfield, MO","Elko, NV",1227,326599,41668
SPI,EKO,"Springfield, IL","Elko, NV",1375,202326,41668
MSP,EKO,"Minneapolis, MN","Elko, NV",1176,2690359,41668
SAT,EKO,"San Antonio, TX","Elko, NV",1248,1521877,41668
FSD,EKO,"Sioux Falls, SD","Elko, NV",994,166162,41668
BFF,EKO,"Scottsbluff, NE","Elko, NV",637,37508,41668
GRI,EKO,"Grand Island, NE","Elko, NV",914,65088,41668
IND,EKO,"Indianapolis, IN","Elko, NV",1554,1373471,41668
CID,EKO,"Cedar Rapids, IA","Elko, NV",1250,220669,41668
FCA,EKO,"Kalispell, MT","Elko, NV",523,67285,41668
LSE,EKO,"La Crosse, WI","Elko, NV",1269,119983,41668
GRB,EKO,"Green Bay, WI","Elko, NV",1425,258037,41668
ALO,EKO,"Waterloo, IA","Elko, NV",1212,158882,41668
PDX,EKO,"Portland, OR","Elko, NV",475,1686298,41668
SJC,EKO,"San Jose, CA","Elko, NV",407,1590788,41668
RFD,EKO,"Rockford, IL","Elko, NV",1382,297781,41668
SCK,EKO,"Stockton, CA","Elko, NV",355,516797,41668
CMI,EKO,"Champaign, IL","Elko, NV",1446,197920,41668
YKM,EKO,"Yakima, WA","Elko, NV",462,208388,41668
ORD,EKO,"Chicago, IL","Elko, NV",1445,17018756,41668
IAH,EKO,"Houston, TX","Elko, NV",1370,4127013,41668
ELP,EKO,"El Paso, TX","Elko, NV",813,657866,41668
DBQ,EKO,"Dubuque, IA","Elko, NV",1299,88177,41668
DEC,EKO,"Decatur, IL","Elko, NV",1418,116569,41668
ACV,EKO,"Eureka, CA","Elko, NV",435,121480,41668
DFW,EKO,"Dallas, TX","Elko, NV",1170,8613622,41668
HLN,EKO,"Helena, MT","Elko, NV",442,60505,41668
EUG,EKO,"Eugene, OR","Elko, NV",442,298720,41668
FAT,EKO,"Fresno, CA","Elko, NV",350,727869,41668
DLH,EKO,"Duluth, MN","Elko, NV",1245,270909,41668
LRD,EKO,"Laredo, TX","Elko, NV",1304,162834,41668
CPR,EKO,"Casper, WY","Elko, NV",502,63797,41668
ACT,EKO,"Waco, TX","Elko, NV",1212,197326,41668
AUS,EKO,"Austin, TX","Elko, NV",1247,964803,41668
YUM,EKO,"Yuma, AZ","Elko, NV",567,120089,41668
OMA,EKO,"Omaha, NE","Elko, NV",1037,709260,41668
TUL,EKO,"Tulsa, OK","Elko, NV",1122,794748,41668
SLE,EKO,"Salem, OR","Elko, NV",462,306772,41668
BTM,EKO,"Butte, MT","Elko, NV",391,34684,41668
GYY,EKO,"Gary, IN","Elko, NV",1473,8509378,41668
FAR,EKO,"Fargo, ND","Elko, NV",1033,161744,41668
CAK,EKO,"Akron, OH","Elko, NV",1788,676549,41668
TUS,EKO,"Tucson, AZ","Elko, NV",658,734155,41668
PIA,EKO,"Peoria, IL","Elko, NV",1365,361916,41668
CWA,EKO,"Wausau, WI","Elko, NV",1350,120028,41668
FOE,EKO,"Topeka, KS","Elko, NV",1075,219036,41668
PUB,EKO,"Pueblo, CO","Elko, NV",627,127449,41668
SBA,EKO,"Santa Barbara, CA","Elko, NV",494,381528,41668
CRP,EKO,"Corpus Christi, TX","Elko, NV",1375,394649,41668
SLC,EKO,"Salt Lake City, UT","Elko, NV",200,852741,41668
OKC,EKO,"Oklahoma City, OK","Elko, NV",1057,1017943,41668
GJT,EKO,"Grand Junction, CO","Elko, NV",404,103405,41668
CLM,EKO,"Port Angeles, WA","Elko, NV",631,61623,41668
SPS,EKO,"Wichita Falls, TX","Elko, NV",1059,141686,41668
LBF,EKO,"North Platte, NE","Elko, NV",789,34756,41668
COS,EKO,"Colorado Springs, CO","Elko, NV",605,469349,41668
ICT,EKO,"Wichita, KS","Elko, NV",1007,542297,41668
PHX,EKO,"Phoenix, AZ","Elko, NV",550,2549507,41668
CYS,EKO,"Cheyenne, WY","Elko, NV",574,77916,41668
SEA,EKO,"Seattle, WA","Elko, NV",560,5485752,41668
AMA,EKO,"Amarillo, TX","Elko, NV",858,206315,41668
RDD,EKO,"Redding, CA","Elko, NV",342,159684,41668
GEG,EKO,"Spokane, WA","Elko, NV",477,395880,41668
BIS,EKO,"Bismarck, ND","Elko, NV",855,87916,41668
BIL,EKO,"Billings, MT","Elko, NV",501,131582,41668
LWS,EKO,"Lewiston, ID","Elko, NV",388,55942,41668
MSO,EKO,"Missoula, MT","Elko, NV",429,85598,41668
MTJ,EKO,"Montrose, CO","Elko, NV",450,27595,41668
GGG,EKO,"Longview, TX","Elko, NV",1303,186900,41668
MSN,EKO,"Madison, WI","Elko, NV",1366,472769,41668
LBB,EKO,"Lubbock, TX","Elko, NV",913,236938,41668
LBL,EKO,"Liberal, KS","Elko, NV",839,19321,41668
MEM,EKO,"Memphis, TN","Elko, NV",1459,1114203,41668
MFR,EKO,"Medford, OR","Elko, NV",382,161883,41668
LNK,EKO,"Lincoln, NE","Elko, NV",995,241474,41668
MOD,EKO,"Modesto, CA","Elko, NV",354,405152,41668
LBL,EKO,"Liberal, KS","Elko, NV",839,19560,42918
LNK,EKO,"Lincoln, NE","Elko, NV",995,244908,42918
MFR,EKO,"Medford, OR","Elko, NV",382,165303,42918
MSN,EKO,"Madison, WI","Elko, NV",1366,480135,42918
AMA,EKO,"Amarillo, TX","Elko, NV",858,211781,42918
PHX,EKO,"Phoenix, AZ","Elko, NV",550,2661324,42918
SEA,EKO,"Seattle, WA","Elko, NV",560,5551884,42918
ABR,EKO,"Aberdeen, SD","Elko, NV",932,40164,42918
ICT,EKO,"Wichita, KS","Elko, NV",1007,546549,42918
CYS,EKO,"Cheyenne, WY","Elko, NV",574,78300,42918
GEG,EKO,"Spokane, WA","Elko, NV",477,401315,42918
LWS,EKO,"Lewiston, ID","Elko, NV",388,56672,42918
MTJ,EKO,"Montrose, CO","Elko, NV",450,28749,42918
CMI,EKO,"Champaign, IL","Elko, NV",1446,199290,42918
CLE,EKO,"Cleveland, OH","Elko, NV",1760,2130938,42918
GRB,EKO,"Green Bay, WI","Elko, NV",1425,261702,42918
FCA,EKO,"Kalispell, MT","Elko, NV",523,69487,42918
LSE,EKO,"La Crosse, WI","Elko, NV",1269,120568,42918
RFD,EKO,"Rockford, IL","Elko, NV",1382,300437,42918
PDX,EKO,"Portland, OR","Elko, NV",475,1721558,42918
SJC,EKO,"San Jose, CA","Elko, NV",407,1609027,42918
ALO,EKO,"Waterloo, IA","Elko, NV",1212,158041,42918
RAP,EKO,"Rapid City, SD","Elko, NV",687,109711,42918
STL,EKO,"St. Louis, MO","Elko, NV",1356,2634959,42918
RST,EKO,"Rochester, MN","Elko, NV",1207,149672,42918
MKE,EKO,"Milwaukee, WI","Elko, NV",1439,1460359,42918
DSM,EKO,"Des Moines, IA","Elko, NV",1152,447657,42918
EVV,EKO,"Evansville, IN","Elko, NV",1517,332740,42918
FSM,EKO,"Fort Smith, AR","Elko, NV",1224,249759,42918
BLI,EKO,"Bellingham, WA","Elko, NV",642,149088,42918
EAU,EKO,"Eau Claire, WI","Elko, NV",1260,142164,42918
FOD,EKO,"Fort Dodge, IA","Elko, NV",1121,39269,42918
CID,EKO,"Cedar Rapids, IA","Elko, NV",1250,223770,42918
GRI,EKO,"Grand Island, NE","Elko, NV",914,65650,42918
IND,EKO,"Indianapolis, IN","Elko, NV",1554,1389955,42918
SHV,EKO,"Shreveport, LA","Elko, NV",1345,361143,42918
BMI,EKO,"Bloomington, IL","Elko, NV",1406,139209,42918
ABQ,EKO,"Albuquerque, NM","Elko, NV",640,671859,42918
MCI,EKO,"Kansas City, MO","Elko, NV",1119,1730648,42918
GTF,EKO,"Great Falls, MT","Elko, NV",510,80819,42918
TWF,EKO,"Twin Falls, ID","Elko, NV",133,76118,42918
LIT,EKO,"Little Rock, AR","Elko, NV",1351,564592,42918
GFK,EKO,"Grand Forks, ND","Elko, NV",1041,104048,42918
GCK,EKO,"Garden City, KS","Elko, NV",830,35142,42918
SAT,EKO,"San Antonio, TX","Elko, NV",1248,1555636,42918
SGF,EKO,"Springfield, MO","Elko, NV",1227,333003,42918
MSP,EKO,"Minneapolis, MN","Elko, NV",1176,2725644,42918
BFF,EKO,"Scottsbluff, NE","Elko, NV",637,37514,42918
SPI,EKO,"Springfield, IL","Elko, NV",1375,203067,42918
CLL,EKO,"College Station, TX","Elko, NV",1296,161371,42918
COS,EKO,"Colorado Springs, CO","Elko, NV",605,482314,42918
CLM,EKO,"Port Angeles, WA","Elko, NV",631,62275,42918
CRP,EKO,"Corpus Christi, TX","Elko, NV",1375,397932,42918
SLC,EKO,"Salt Lake City, UT","Elko, NV",200,867700,42918
OKC,EKO,"Oklahoma City, OK","Elko, NV",1057,1025243,42918
SPS,EKO,"Wichita Falls, TX","Elko, NV",1059,144841,42918
GJT,EKO,"Grand Junction, CO","Elko, NV",404,106034,42918
SBA,EKO,"Santa Barbara, CA","Elko, NV",494,381289,42918
LBF,EKO,"North Platte, NE","Elko, NV",789,34877,42918
ELP,EKO,"El Paso, TX","Elko, NV",813,668890,42918
DBQ,EKO,"Dubuque, IA","Elko, NV",1299,88352,42918
DTW,EKO,"Detroit, MI","Elko, NV",1675,8837982,42918
ABI,EKO,"Abilene, TX","Elko, NV",1064,152888,42918
YKM,EKO,"Yakima, WA","Elko, NV",462,211867,42918
ORD,EKO,"Chicago, IL","Elko, NV",1445,17155070,42918
IAH,EKO,"Houston, TX","Elko, NV",1370,4191632,42918
FOE,EKO,"Topeka, KS","Elko, NV",1075,220578,42918
PIA,EKO,"Peoria, IL","Elko, NV",1365,365253,42918
CWA,EKO,"Wausau, WI","Elko, NV",1350,120693,42918
TUS,EKO,"Tucson, AZ","Elko, NV",658,754262,42918
PUB,EKO,"Pueblo, CO","Elko, NV",627,129188,42918
DLH,EKO,"Duluth, MN","Elko, NV",1245,268185,42918
LRD,EKO,"Laredo, TX","Elko, NV",1304,169715,42918
EUG,EKO,"Eugene, OR","Elko, NV",442,302819,42918
DFW,EKO,"Dallas, TX","Elko, NV",1170,8787062,42918
FAT,EKO,"Fresno, CA","Elko, NV",350,734615,42918
DAY,EKO,"Dayton, OH","Elko, NV",1658,861142,42918
ACV,EKO,"Eureka, CA","Elko, NV",435,122814,42918
BTM,EKO,"Butte, MT","Elko, NV",391,34564,42918
ACT,EKO,"Waco, TX","Elko, NV",1212,198780,42918
AUS,EKO,"Austin, TX","Elko, NV",1247,1001054,42918
TUL,EKO,"Tulsa, OK","Elko, NV",1122,798686,42918
OMA,EKO,"Omaha, NE","Elko, NV",1037,717557,42918
GYY,EKO,"Gary, IN","Elko, NV",1473,8577535,42918
EKO,EKO,"Elko, NV","Elko, NV",0,42918,42918
RNO,EKO,"Reno, NV","Elko, NV",230,292936,42918
MOT,EKO,"Minot, ND","Elko, NV",879,67790,42918
TUL,EKO,"Tulsa, OK","Elko, NV",1122,807864,45034
MOT,EKO,"Minot, ND","Elko, NV",879,68766,45034
BTM,EKO,"Butte, MT","Elko, NV",391,34525,45034
AUS,EKO,"Austin, TX","Elko, NV",1247,1036319,45034
GYY,EKO,"Gary, IN","Elko, NV",1473,8643930,45034
OMA,EKO,"Omaha, NE","Elko, NV",1037,728169,45034
RDM,EKO,"Bend, OR","Elko, NV",362,98602,45034
ACT,EKO,"Waco, TX","Elko, NV",1212,201104,45034
CWA,EKO,"Wausau, WI","Elko, NV",1350,121438,45034
PIA,EKO,"Peoria, IL","Elko, NV",1365,365196,45034
PUB,EKO,"Pueblo, CO","Elko, NV",627,130687,45034
TUS,EKO,"Tucson, AZ","Elko, NV",658,766853,45034
FOE,EKO,"Topeka, KS","Elko, NV",1075,221907,45034
EUG,EKO,"Eugene, OR","Elko, NV",442,306326,45034
DAY,EKO,"Dayton, OH","Elko, NV",1658,860650,45034
DFW,EKO,"Dallas, TX","Elko, NV",1170,8994450,45034
FAT,EKO,"Fresno, CA","Elko, NV",350,743479,45034
LRD,EKO,"Laredo, TX","Elko, NV",1304,174365,45034
DLH,EKO,"Duluth, MN","Elko, NV",1245,268138,45034
ACV,EKO,"Eureka, CA","Elko, NV",435,122421,45034
FOD,EKO,"Fort Dodge, IA","Elko, NV",1121,38957,45034
EAU,EKO,"Eau Claire, WI","Elko, NV",1260,142749,45034
BLI,EKO,"Bellingham, WA","Elko, NV",642,152381,45034
DSM,EKO,"Des Moines, IA","Elko, NV",1152,452854,45034
CVG,EKO,"Cincinnati, OH","Elko, NV",1649,1948312,45034
FSM,EKO,"Fort Smith, AR","Elko, NV",1224,253019,45034
EVV,EKO,"Evansville, IN","Elko, NV",1517,334447,45034
RAP,EKO,"Rapid City, SD","Elko, NV",687,109230,45034
MKE,EKO,"Milwaukee, WI","Elko, NV",1439,1461595,45034
RST,EKO,"Rochester, MN","Elko, NV",1207,150529,45034
STL,EKO,"St. Louis, MO","Elko, NV",1356,2642938,45034
BNA,EKO,"Nashville, TN","Elko, NV",1603,1185691,45034
LWS,EKO,"Lewiston, ID","Elko, NV",388,57289,45034
GGG,EKO,"Longview, TX","Elko, NV",1303,191576,45034
MTJ,EKO,"Montrose, CO","Elko, NV",450,29483,45034
LBL,EKO,"Liberal, KS","Elko, NV",839,19806,45034
LNK,EKO,"Lincoln, NE","Elko, NV",995,247192,45034
MFR,EKO,"Medford, OR","Elko, NV",382,168209,45034
MSN,EKO,"Madison, WI","Elko, NV",1366,486976,45034
JAC,EKO,"Jackson, WY","Elko, NV",323,18704,45034
LBB,EKO,"Lubbock, TX","Elko, NV",913,238253,45034
ICT,EKO,"Wichita, KS","Elko, NV",1007,552884,45034
AMA,EKO,"Amarillo, TX","Elko, NV",858,213496,45034
SEA,EKO,"Seattle, WA","Elko, NV",560,5621538,45034
CMH,EKO,"Columbus, OH","Elko, NV",1727,1509212,45034
CYS,EKO,"Cheyenne, WY","Elko, NV",574,78729,45034
GEG,EKO,"Spokane, WA","Elko, NV",477,404173,45034
PHX,EKO,"Phoenix, AZ","Elko, NV",550,2753549,45034
PDX,EKO,"Portland, OR","Elko, NV",475,1763420,45034
SJC,EKO,"San Jose, CA","Elko, NV",407,1637714,45034
ALO,EKO,"Waterloo, IA","Elko, NV",1212,157863,45034
RFD,EKO,"Rockford, IL","Elko, NV",1382,303318,45034
CLE,EKO,"Cleveland, OH","Elko, NV",1760,2130821,45034
CMI,EKO,"Champaign, IL","Elko, NV",1446,200442,45034
FCA,EKO,"Kalispell, MT","Elko, NV",523,70999,45034
GRB,EKO,"Green Bay, WI","Elko, NV",1425,264838,45034
LSE,EKO,"La Crosse, WI","Elko, NV",1269,121130,45034
IAH,EKO,"Houston, TX","Elko, NV",1370,4268132,45034
ELP,EKO,"El Paso, TX","Elko, NV",813,674005,45034
DTW,EKO,"Detroit, MI","Elko, NV",1675,8912962,45034
DBQ,EKO,"Dubuque, IA","Elko, NV",1299,88390,45034
YKM,EKO,"Yakima, WA","Elko, NV",462,214068,45034
ORD,EKO,"Chicago, IL","Elko, NV",1445,17287860,45034
ABI,EKO,"Abilene, TX","Elko, NV",1064,152535,45034
SGF,EKO,"Springfield, MO","Elko, NV",1227,336806,45034
BFF,EKO,"Scottsbluff, NE","Elko, NV",637,37333,45034
SAT,EKO,"San Antonio, TX","Elko, NV",1248,1584226,45034
MSP,EKO,"Minneapolis, MN","Elko, NV",1176,2760875,45034
SPI,EKO,"Springfield, IL","Elko, NV",1375,203887,45034
CID,EKO,"Cedar Rapids, IA","Elko, NV",1250,224859,45034
GRI,EKO,"Grand Island, NE","Elko, NV",914,65929,45034
IND,EKO,"Indianapolis, IN","Elko, NV",1554,1406510,45034
ABQ,EKO,"Albuquerque, NM","Elko, NV",640,680994,45034
SBN,EKO,"South Bend, IN","Elko, NV",1528,307304,45034
MCI,EKO,"Kansas City, MO","Elko, NV",1119,1753337,45034
GCK,EKO,"Garden City, KS","Elko, NV",830,35462,45034
SHV,EKO,"Shreveport, LA","Elko, NV",1345,361277,45034
GTF,EKO,"Great Falls, MT","Elko, NV",510,80777,45034
GFK,EKO,"Grand Forks, ND","Elko, NV",1041,103522,45034
LIT,EKO,"Little Rock, AR","Elko, NV",1352,570858,45034
BMI,EKO,"Bloomington, IL","Elko, NV",1406,140183,45034
SLC,EKO,"Salt Lake City, UT","Elko, NV",200,882467,45034
GJT,EKO,"Grand Junction, CO","Elko, NV",404,108238,45034
CLM,EKO,"Port Angeles, WA","Elko, NV",631,63114,45034
OKC,EKO,"Oklahoma City, OK","Elko, NV",1057,1034971,45034
CRP,EKO,"Corpus Christi, TX","Elko, NV",1375,402469,45034
SPS,EKO,"Wichita Falls, TX","Elko, NV",1059,147683,45034
SBA,EKO,"Santa Barbara, CA","Elko, NV",494,382215,45034
LBF,EKO,"North Platte, NE","Elko, NV",789,34986,45034
COS,EKO,"Colorado Springs, CO","Elko, NV",605,491129,45034
CLL,EKO,"College Station, TX","Elko, NV",1296,161311,45034
COS,EKO,"Colorado Springs, CO","Elko, NV",605,499768,47413
CRP,EKO,"Corpus Christi, TX","Elko, NV",1375,407144,47413
SPS,EKO,"Wichita Falls, TX","Elko, NV",1059,147351,47413
OKC,EKO,"Oklahoma City, OK","Elko, NV",1057,1045454,47413
GJT,EKO,"Grand Junction, CO","Elko, NV",404,110723,47413
SLC,EKO,"Salt Lake City, UT","Elko, NV",200,898848,47413
SBA,EKO,"Santa Barbara, CA","Elko, NV",494,386789,47413
CLM,EKO,"Port Angeles, WA","Elko, NV",631,63625,47413
LBF,EKO,"North Platte, NE","Elko, NV",789,34951,47413
ICT,EKO,"Wichita, KS","Elko, NV",1007,560887,47413
SEA,EKO,"Seattle, WA","Elko, NV",560,5727624,47413
CYS,EKO,"Cheyenne, WY","Elko, NV",574,78626,47413
RDD,EKO,"Redding, CA","Elko, NV",342,162603,47413
PHX,EKO,"Phoenix, AZ","Elko, NV",550,2841395,47413
GEG,EKO,"Spokane, WA","Elko, NV",477,405550,47413
AMA,EKO,"Amarillo, TX","Elko, NV",858,214961,47413
CMH,EKO,"Columbus, OH","Elko, NV",1727,1525094,47413
LWS,EKO,"Lewiston, ID","Elko, NV",388,57815,47413
GGG,EKO,"Longview, TX","Elko, NV",1303,193363,47413
MTJ,EKO,"Montrose, CO","Elko, NV",450,30199,47413
MSN,EKO,"Madison, WI","Elko, NV",1366,494666,47413
LNK,EKO,"Lincoln, NE","Elko, NV",995,249565,47413
MFR,EKO,"Medford, OR","Elko, NV",382,170578,47413
LBL,EKO,"Liberal, KS","Elko, NV",839,20005,47413
JAC,EKO,"Jackson, WY","Elko, NV",323,19190,47413
FAT,EKO,"Fresno, CA","Elko, NV",350,750640,47413
DFW,EKO,"Dallas, TX","Elko, NV",1170,9231044,47413
DLH,EKO,"Duluth, MN","Elko, NV",1245,268619,47413
DAY,EKO,"Dayton, OH","Elko, NV",1658,858608,47413
LRD,EKO,"Laredo, TX","Elko, NV",1304,180370,47413
EUG,EKO,"Eugene, OR","Elko, NV",442,311092,47413
MOT,EKO,"Minot, ND","Elko, NV",879,68055,47413
TUL,EKO,"Tulsa, OK","Elko, NV",1122,819477,47413
RDM,EKO,"Bend, OR","Elko, NV",362,101660,47413
CAK,EKO,"Akron, OH","Elko, NV",1788,686918,47413
GYY,EKO,"Gary, IN","Elko, NV",1473,8702632,47413
FAR,EKO,"Fargo, ND","Elko, NV",1033,166645,47413
EKO,EKO,"Elko, NV","Elko, NV",0,47413,47413
OMA,EKO,"Omaha, NE","Elko, NV",1037,736106,47413
BTM,EKO,"Butte, MT","Elko, NV",391,34371,47413
AUS,EKO,"Austin, TX","Elko, NV",1247,1067953,47413
ACT,EKO,"Waco, TX","Elko, NV",1212,202385,47413
FOE,EKO,"Topeka, KS","Elko, NV",1075,223070,47413
CWA,EKO,"Wausau, WI","Elko, NV",1350,122238,47413
PUB,EKO,"Pueblo, CO","Elko, NV",627,132441,47413
PIA,EKO,"Peoria, IL","Elko, NV",1365,365090,47413
TUS,EKO,"Tucson, AZ","Elko, NV",658,778684,47413
MKE,EKO,"Milwaukee, WI","Elko, NV",1439,1459541,47413
STL,EKO,"St. Louis, MO","Elko, NV",1356,2651494,47413
SAN,EKO,"San Diego, CA","Elko, NV",563,2722060,47413
BNA,EKO,"Nashville, TN","Elko, NV",1603,1209809,47413
EAU,EKO,"Eau Claire, WI","Elko, NV",1260,143451,47413
CVG,EKO,"Cincinnati, OH","Elko, NV",1649,1964172,47413
FWA,EKO,"Fort Wayne, IN","Elko, NV",1594,368555,47413
DSM,EKO,"Des Moines, IA","Elko, NV",1152,457026,47413
FSM,EKO,"Fort Smith, AR","Elko, NV",1224,255357,47413
BLI,EKO,"Bellingham, WA","Elko, NV",642,154892,47413
EVV,EKO,"Evansville, IN","Elko, NV",1517,335724,47413
FOD,EKO,"Fort Dodge, IA","Elko, NV",1121,38690,47413
RAP,EKO,"Rapid City, SD","Elko, NV",687,108830,47413
ABQ,EKO,"Albuquerque, NM","Elko, NV",640,687931,47413
LIT,EKO,"Little Rock, AR","Elko, NV",1352,575523,47413
BMI,EKO,"Bloomington, IL","Elko, NV",1406,141699,47413
SBN,EKO,"South Bend, IN","Elko, NV",1528,307978,47413
SHV,EKO,"Shreveport, LA","Elko, NV",1345,362245,47413
MCI,EKO,"Kansas City, MO","Elko, NV",1119,1776103,47413
GCK,EKO,"Garden City, KS","Elko, NV",830,35958,47413
SUX,EKO,"Sioux City, IA","Elko, NV",1009,138741,47413
GFK,EKO,"Grand Forks, ND","Elko, NV",1041,101431,47413
GTF,EKO,"Great Falls, MT","Elko, NV",510,78977,47413
SAT,EKO,"San Antonio, TX","Elko, NV",1248,1620844,47413
SPI,EKO,"Springfield, IL","Elko, NV",1375,203911,47413
BFF,EKO,"Scottsbluff, NE","Elko, NV",637,37189,47413
MSP,EKO,"Minneapolis, MN","Elko, NV",1176,2795024,47413
SGF,EKO,"Springfield, MO","Elko, NV",1227,341523,47413
GRI,EKO,"Grand Island, NE","Elko, NV",914,66065,47413
CID,EKO,"Cedar Rapids, IA","Elko, NV",1250,226881,47413
IND,EKO,"Indianapolis, IN","Elko, NV",1554,1422397,47413
FCA,EKO,"Kalispell, MT","Elko, NV",523,71747,47413
AZO,EKO,"Kalamazoo, MI","Elko, NV",1563,304822,47413
GRB,EKO,"Green Bay, WI","Elko, NV",1425,267121,47413
SJC,EKO,"San Jose, CA","Elko, NV",407,1668299,47413
RFD,EKO,"Rockford, IL","Elko, NV",1382,304920,47413
PDX,EKO,"Portland, OR","Elko, NV",475,1800340,47413
ALO,EKO,"Waterloo, IA","Elko, NV",1212,156949,47413
CMI,EKO,"Champaign, IL","Elko, NV",1446,201107,47413
ABI,EKO,"Abilene, TX","Elko, NV",1064,153013,47413
ORD,EKO,"Chicago, IL","Elko, NV",1445,17405264,47413
YKM,EKO,"Yakima, WA","Elko, NV",462,216176,47413
IAH,EKO,"Houston, TX","Elko, NV",1370,4351339,47413
